link,category,title,total_time,yields,ingredients,instructions,image,nutrients,dish,author
https://www.ah.nl/allerhande/recept/R-R1194212/couscoussalade-met-kikkererwten-paprika-en-rozijnen,veganistisch,"Couscoussalade met kikkererwten, paprika & rozijnen",20,4 serving(s),water kruidenpasta olijfolie winterpeen puntpaprika's salade-uitjes krulpeterselie kikkererwten blik rozijnen citroen,"Doe de couscous in een kom. Schenk er het kokende water over en voeg de kruidenpasta en de olie toe. Roer door, dek af en laat 10 min. staan.
Schil en rasp ondertussen de winterpeen. Verwijder de steelaanzet en zaadlijsten van de paprika’s en snijd het vruchtvlees in blokjes van ca. een ½ cm.
Snijd de salade-ui in dunne ringetjes en de peterselie fijn. Spoel de kikkererwten in een vergiet onder koud stromend water en laat uitlekken.
Roer de couscous los met een vork en schep om met de rest van de olie, winterpeen, paprika, salade-ui, peterselie, kikkererwten en rozijnen.
Breng op smaak met peper en eventueel zout. Snijd de citroen in plakjes en serveer erbij.",https://static.ah.nl/static/recepten/img_RAM_PRD137200_2048x1496_JPG.jpg,"{'calories': '525 kcal', 'fatContent': '20 g vet', 'saturatedFatContent': '3 g waarvan verzadigd', 'carbohydrateContent': '67 g koolhydraten', 'proteinContent': '13 g eiwit'}",couscous,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1193645/wraps-met-tofu-en-vegan-avocado-muntcream,veganistisch,Wraps met tofu en vegan avocado-muntcream,20,4 serving(s),roerbakreepjes komijn munt limoen haver tortillawraps komkommer ijsbergsla,"Verhit de olie in een koekenpan en bak de tofureepjes met de komijn in 4 min. op hoog vuur krokant.
Laat uitlekken op keukenpapier.
Haal de blaadjes van de takjes munt. Boen de limoen schoon, rasp de groene schil van de halve vrucht en pers die helft uit.
Snijd de avocado’s overlangs doormidden, verwijder de pit en schep het vruchtvlees met een lepel uit de schil. Snijd de helft van de avocado in plakken.
Doe de rest van de avocado met de munt, haver fraiche, 1 el limoensap en een ½ tl-rasp (per 4 personen) in een hoge beker en pureer met de staafmixer tot een gladde saus.
Breng op smaak met versgemalen peper en eventueel zout.
Verwarm de wraps volgens de aanwijzingen op de verpakking. Snijd de komkommer in dunne reepjes (julienne).
Beleg het midden van de wraps met de avocado-muntcream.
Verdeel de ijsbergsla, komkommer en avocado erover, schep de tofureepjes erop.
Vouw 1 zijkant over de vulling en rol op tot een envelop.",https://static.ah.nl/static/recepten/img_RAM_PRD131955_2048x1496_JPG.jpg,"{'calories': '820 kcal', 'fatContent': '53 g vet', 'saturatedFatContent': '9 g waarvan verzadigd', 'carbohydrateContent': '54 g koolhydraten', 'proteinContent': '27 g eiwit'}",wrap,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1193490/pindasoep-met-bruine-bonen,veganistisch,Pindasoep met bruine bonen,660,4 serving(s),bonen saus kokosmelk water paprika's taugé uitjes,"Week de bruine bonen 8-12 uur in 3 liter koud water.
Giet af in een vergiet en spoel af onder koud stromend water. Breng met ruim koud water aan de kook en laat met de deksel op de pan 45 min. op laag vuur koken.
Doe ondertussen de satésaus, kokosmelk en het water in een soeppan en breng aan de kook.
Snijd de paprika’s in stukjes en voeg toe. Laat met de deksel op de pan 10 min. op laag vuur koken.
Giet de bruine bonen af en voeg samen met de taugé toe aan de soep. Laat nog 2 min. zachtjes koken. Bestrooi met de gebakken uitjes.",https://static.ah.nl/static/recepten/img_RAM_PRD128542_2048x1496_JPG.jpg,"{'calories': '720 kcal', 'fatContent': '26 g vet', 'saturatedFatContent': '13 g waarvan verzadigd', 'carbohydrateContent': '73 g koolhydraten', 'proteinContent': '35 g eiwit'}",soep,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1193489/witte-bonen-knolselderijstamp-met-snijbonen-en-hazelnoten,veganistisch,Witte bonen-knolselderijstamp met snijbonen en hazelnoten,525,4 serving(s),bonen aardappelen knolselderij snijbonen hazelnoten gemalen nootmuskaat,"Week de witte bonen 8-12 uur in 2 liter koud water.
Giet af in een vergiet en spoel af onder koud stromend water. Breng met ruim koud water aan de kook en laat met de deksel op de pan 45 min. laag vuur koken.
Schil ondertussen de aardappelen en knolselderij en snijd in gelijke stukken.
Kook in kokend water met eventueel zout in 15 min. gaar. Snijd de snijbonen in stukjes van 1 cm en kook in 8 min. gaar.
Verhit ondertussen een koekenpan zonder olie of boter en rooster de hazelnoten 2 min.
Voeg het komijnzaad toe en rooster 1 min. mee. Laat de hazelnoten afkoelen op een bord en hak grof.
Boen ondertussen de citroen schoon en rasp de gele schil.
Verwarm de sojadrink. Giet de aardappelen en knolselderij af, voeg de sojamelk toe en stamp met de pureestamper tot een gladde puree.
Giet de witte bonen af en stamp door de puree.
Roer de snijbonen en het citroenrasp erdoor en breng op smaak met de nootmuskaat, peper en eventueel zout. Bestrooi met de noten.",https://static.ah.nl/static/recepten/img_RAM_PRD128544_2048x1496_JPG.jpg,"{'calories': '520 kcal', 'fatContent': '11 g vet', 'saturatedFatContent': '1 g waarvan verzadigd', 'carbohydrateContent': '69 g koolhydraten', 'proteinContent': '23 g eiwit'}",rijst,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1193488/pasta-met-zwarte-bonen,veganistisch,Pasta met zwarte bonen,565,2 serving(s),bonen aubergine paprika knoflook cherrytomaten takjes tijm olijfolie pesto citroen,"Week de zwarte bonen 8-12 uur in 2 liter koud water.
Giet af in een vergiet en spoel af onder koud stromend water. Breng met ruim koud water aan de kook en laat met de deksel op de pan 1 uur op laag vuur koken.
Snijd ondertussen de aubergine en paprika in stukjes van 1 cm. Snijd de knoflook fijn. Halveer de cherrytomaten. Haal de blaadjes van de takjes tijm.
Verhit de olie in een hapjespan en bak de aubergine en paprika 5 min. op middelhoog vuur. Voeg de knoflook, tomaat en tijm toe en bak 5 min. mee.
Kook ondertussen de penne volgens de aanwijzingen op de verpakking beetgaar.
Giet de zwarte bonen af. Meng samen met het groentemengsel en de pesto door de pasta. Pers de citroen erboven uit en roer door.",https://static.ah.nl/static/recepten/img_RAM_PRD128541_2048x1496_JPG.jpg,"{'calories': '990 kcal', 'fatContent': '36 g vet', 'saturatedFatContent': '6 g waarvan verzadigd', 'carbohydrateContent': '117 g koolhydraten', 'proteinContent': '38 g eiwit'}",pasta,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1193487/sperziebonenstamppot-met-zwarte-oogbonen,veganistisch,Sperziebonenstamppot met zwarte-oogbonen,525,4 serving(s),oogbonen kg aardappelen ui rijstolie sperziebonen bonenkruid water cashewnoten haverdrank olijfolie,"Week de zwarte oogbonen 8-12 uur in 2 liter koud water.
Giet af in een vergiet en spoel af onder koud stromend water. Breng met ruim koud water aan de kook en laat met de deksel op de pan 45 min. op laag vuur koken.
Schil ondertussen de aardappelen, snijd in gelijke stukken en kook in water met eventueel zout in 20 min. gaar.
Snipper ondertussen de ui. Verhit de rijstolie in een hapjespan en fruit de ui 5 min. op laag vuur.
Verwijder de steelaanzet en het puntje van de sperziebonen en snijd de sperziebonen in stukjes van 2-3 cm.
Voeg samen met het bonenkruid en het water toe aan de ui en laat met de deksel op de pan in 10 min. gaar worden. Roer regelmatig.
Hak ondertussen de noten grof en verwarm de havermelk. Giet de aardappelen af, voeg de havermelk toe en stamp met de pureestamper tot puree.
Breng op smaak met peper en eventueel zout en voeg de olijfolie toe.
Schep de zwarte oogbonen en het sperziebonenmengsel door de puree en warm goed door. Bestrooi met de noten.",https://static.ah.nl/static/recepten/img_RAM_PRD128546_2048x1496_JPG.jpg,"{'calories': '660 kcal', 'fatContent': '23 g vet', 'saturatedFatContent': '5 g waarvan verzadigd', 'carbohydrateContent': '82 g koolhydraten', 'proteinContent': '23 g eiwit'}",stamppot,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1193486/gele-linzencurry,veganistisch,Gele linzencurry,35,4 serving(s),ui bloemkool kokosolie kruidenpasta pot splitlinzen tuinerwten tomatenblokjes blik water,"Snipper de ui. Snijd de bloemkool in kleine roosjes.
Verhit de kokosolie in een hapjespan en fruit de ui met de kruidenpasta 5 min. op laag vuur.
Voeg de bloemkool, gele linzen, tuinerwten, tomaten, groentebouillontablet en het water toe en breng aan de kook.
Laat met de deksel op de pan 25 min. op laag vuur koken tot de linzen gaar zijn. Roer regelmatig.",https://static.ah.nl/static/recepten/img_RAM_PRD128538_2048x1496_JPG.jpg,"{'calories': '415 kcal', 'fatContent': '11 g vet', 'saturatedFatContent': '7 g waarvan verzadigd', 'carbohydrateContent': '45 g koolhydraten', 'proteinContent': '23 g eiwit'}",curry,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1193483/vegan-erwtensoep-met-kikkererwten,veganistisch,Vegan erwtensoep met kikkererwten,70,4 serving(s),winterpeen prei ui knoflook groentebouillontabletten laurierblaadjes water kikkererwten pot rookworst,"Schrap de winterpeen en snijd in plakjes. Was de prei en snijd in ringen. Snijd de ui in ringen en halveer de knoflook.
Doe de winterpeen, prei, ui, knoflook, spliterwten, groentebouillontabletten en laurierblaadjes met het water in een ruime pan en breng aan de kook.
Laat 45 min. op laag vuur met de deksel op de pan koken. Roer af en toe.
Doe de kikkererwten in vergiet, spoel af onder koud stromend water en laat uitlekken.
Verwijder de laurierblaadjes en pureer de soep met de staafmixer.
Snijd de vegan rookworst in dunne plakjes en voeg samen met de kikkererwten toe aan de soep. Verwarm nog 3 min.",https://static.ah.nl/static/recepten/img_RAM_PRD128537_2048x1496_JPG.jpg,"{'calories': '625 kcal', 'fatContent': '10 g vet', 'saturatedFatContent': '2 g waarvan verzadigd', 'carbohydrateContent': '89 g koolhydraten', 'proteinContent': '38 g eiwit'}",soep,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1193482/wortel-pompoen-linzensoep,veganistisch,Wortel-pompoen-linzensoep,25,4 serving(s),citroengras cm winterpeen pompoenstukjes linzen groentebouillontabletten water bakje tuinkers,"Halveer het citroengras in de lengte. Schil de gember en snijd in dunne plakjes. Schrap de winterpeen en snijd in plakjes van 1 cm dik.
Doe het citroengras, de gember, winterpeen, pompoenstukjes, rode linzen en groentebouillontabletten met het water in een ruime pan en breng aan de kook.
Laat met de deksel op de pan 15 min. op laag vuur koken tot de linzen gaar zijn.
Verwijder het citroengras en pureer de soep met de staafmixer. Garneer met de tuinkers.",https://static.ah.nl/static/recepten/img_RAM_PRD128545_2048x1496_JPG.jpg,"{'calories': '250 kcal', 'fatContent': '2 g vet', 'saturatedFatContent': '1 g waarvan verzadigd', 'carbohydrateContent': '39 g koolhydraten', 'proteinContent': '15 g eiwit'}",soep,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1193122/vegan-pasta-pesto,veganistisch,Vegan pasta pesto,20,4 serving(s),wedge knoflook vierge olijfolie basilicum tomaatjes,"Kook de pasta volgens de aanwijzingen op de verpakking.
Rooster ondertussen de pijnboompitten in een koekenpan zonder olie of boter in 3 min. goudbruin. Laat afkoelen op een bord. Rasp de vegan kaas.
Maal de pijnboompitten, vegan kaas, knoflook en olijfolie in de hoge beker en pureer. Voeg de blaadjes van de basilicum toe en maal kort tot pesto.
Giet de pasta af en vang wat van het kookvocht op. Meng de pesto door de pasta en voeg eventueel wat kookvocht toe om het smeuïger te maken.
Breng op smaak met peper en zout.
Verdeel de pasta over de borden, verdeel de tomaten erover en bestrooi met wat versgemalen zwarte peper.",https://static.ah.nl/static/recepten/img_RAM_PRD124696_2048x1496_JPG.jpg,"{'calories': '600 kcal', 'fatContent': '32 g vet', 'saturatedFatContent': '6 g waarvan verzadigd', 'carbohydrateContent': '62 g koolhydraten', 'proteinContent': '14 g eiwit'}",pasta,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1192885/eenpersoonscurry,veganistisch,Eenpersoonscurry,12,1 serving(s),groentemix curry kleintje aardappelpartjes schil kokosmelk kikkererwten mini-pack,"Verhit de olie in de hapjespan en bak hierin de groente en curry madras 2 min. op middelhoog vuur.
Voeg de aardappel en de kokosmelk toe en laat met de deksel op de pan 10 min. zachtjes koken.
Spoel de kikkererwten af onder koud stromend water en laat uitlekken in een vergiet. Voeg de laatste minuut toe aan de hapjespan.
Breng royaal op smaak met (versgemalen) peper en eventueel zout.",https://static.ah.nl/static/recepten/img_RAM_PRD123099_2048x1496_JPG.jpg,"{'calories': '770 kcal', 'fatContent': '53 g vet', 'saturatedFatContent': '35 g waarvan verzadigd', 'carbohydrateContent': '56 g koolhydraten', 'proteinContent': '11 g eiwit'}",curry,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1192884/courgettelasagne-vegan-en-koolhydraatbewust,veganistisch,Courgettelasagne (vegan & koolhydraatbewust),55,4 serving(s),olijfolie roerbakgroente kruiden knoflook tomaten basilicum basis rulstukjes courgettes mozzarella,"Verhit de olie in een hapjespan en bak de roerbakgroente 5 min. op middelhoog vuur.
Haal ondertussen de blaadjes van de kruiden en snijd ze fijn. Snijd de knoflook fijn.
Voeg de kruiden, knoflook, passata en rulstukjes toe, breng aan de kook en laat zonder deksel op de pan 8 min. koken. Breng op smaak met peper en zout.
Verhit de oven voor op 180 °C.
Schaaf ondertussen de courgettes met een dunschiller of kaasschaaf in de lengte in lange linten.
Draai telkens een kwartslag. Snijd het binnenste deel (zaadlijsten) wat overblijft in stukjes, schep door de saus en kook mee.
Vet de ovenschaal in. Verdeel ⅓ van de courgettelinten elkaar overlappend over de bodem en schep daar ⅓ van de saus over.
Herhaal tot de courgette en saus op zijn en eindig met de saus.
Verdeel de kaas erover en bak ca. 30 min. in het midden van de oven.",https://static.ah.nl/static/recepten/img_RAM_PRD123111_2048x1496_JPG.jpg,"{'calories': '405 kcal', 'fatContent': '15 g vet', 'saturatedFatContent': '7 g waarvan verzadigd', 'carbohydrateContent': '34 g koolhydraten', 'proteinContent': '27 g eiwit'}",lasagne,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1192750/veggielovers-pizza,veganistisch,Veggielovers-pizza,238,4 serving(s),water bloem pizzadeeg gist olijfolie paddenstoelen pasta spinazie artisjok olie uien passata oregano mozzarella,"Doe het lauwe water in een kom en los het zout hierin op. Voeg in 1 keer de bloem en dan de gist toe. Mix 2 min. met een mixer met deeghaken.
Voeg in een dun straaltje de olijfolie toe. Kneed nog 4 min. met de mixer of met de hand. Haal het deeg uit de mengkom en verdeel in 4 stukken.
Bol de stukken deeg op door de zijkanten naar onderen te vouwen, het deeg een kwartslag te draaien en die handeling te herhalen.
Leg de bollen op een met bakpapier beklede en met wat olie bestreken bakplaat.
Bestrijk de bollen met de olie, dek af met vershoudfolie en laat 3 uur rijzen op kamertemperatuur of totdat het deeg in volume is verdubbeld.
Verwarm de oven voor op 225 °C.
Snijd de paddenstoelen grof. Verhit de rest van de olie in een hapjespan en bak de paddenstoelen 5 min. op middelhoog vuur.
Voeg de spinazie in delen toe en laat slinken, schep goed om zodat zo veel mogelijk vocht verdampt.
Laat ondertussen de artisjokharten uitlekken. Snijd de ui in ringen. Meng de passata en oregano door elkaar. Bestuif het werkblad met wat bloem.
Neem een bol deeg en vorm er een pizzabodem van: druk daarvoor de bol eerst plat en duw met je vingers tot de pizza een diameter van 25 cm heeft en de rand hoger is dan het midden.
Maak zo nog een pizzabodem en leg ze samen op een met bakpapier beklede bakplaat.
Verdeel de helft van de oreganopassata, vegan mozzarella, het paddenstoelenmengsel, artisjokken en rode ui over de 2 bodems, maar laat 1 cm van de randen vrij.
Bak in ca. 14 min. gaar in de oven. Maak en beleg ondertussen de rest van de pizza’s. Neem de pizza’s uit de oven, snijd doormidden en serveer.
Bak terwijl je eet de laatste 2 pizza’s in de oven.",https://static.ah.nl/static/recepten/img_RAM_PRD122192_2048x1496_JPG.jpg,"{'calories': '780 kcal', 'fatContent': '30 g vet', 'saturatedFatContent': '13 g waarvan verzadigd', 'carbohydrateContent': '103 g koolhydraten', 'proteinContent': '20 g eiwit'}",pizza,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1192106/couscous-met-thaise-groenten-en-curryburger,veganistisch,Couscous met Thaise groenten en curryburger,15,4 serving(s),water olijfolie curry limoen yoghurt soja pompoenpitten wokgroente,"Doe de couscous in een kom en schenk het water erover. Dek af en laat 10 min. staan.
Verhit ondertussen de olie in een koekenpan met antiaanbaklaag en bak hierin de curryburgers 5 min. per kant op laag vuur.
Halveer ondertussen de limoen en pers de vrucht uit.
Meng in een kom de plantaardige variatie op yoghurt met het limoensap.
Verhit een koekenpan zonder olie of boter en rooster de pompoenpitten in 2 min. op middelhoog vuur goudbruin.
Verhit ondertussen de rest van de olie in een wok of hapjespan, voeg de wokgroente toe en roerbak 5 min. Breng op smaak met peper en eventueel zout.
Roer de couscous los met een vork en meng met de wokgroente.
Verdeel de groentecouscous en burgers over de borden. Serveer met de plantaardige variatie op yoghurt en bestrooi met de pompoenpitten.",https://static.ah.nl/static/recepten/img_124754_2048x1496_JPG.jpg,"{'calories': '560 kcal', 'fatContent': '25 g vet', 'saturatedFatContent': '5 g waarvan verzadigd', 'carbohydrateContent': '52 g koolhydraten', 'proteinContent': '18 g eiwit'}",groente,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1191966/eenpersoons-wokgerecht-met-noedels-en-cashewnoten,veganistisch,Eenpersoons wokgerecht met noedels en cashewnoten,10,1 serving(s),cm wokgroente cashewnoten sojasaus koriander limoen,"Bereid de noedels volgens de aanwijzingen op de verpakking.
Schil en rasp ondertussen de gember grof.
Verhit de arachideolie in een wok en roerbak de groenten en gember 3 min. op middelhoog vuur.
Voeg de cashewnoten en sojasaus toe en bak nog 3 min. mee.
Snijd ondertussen de koriander grof.
Verdeel de noedels over een kom. Verdeel de groenten erover en bestrooi met de koriander. Besprenkel met wat limoensap.",https://static.ah.nl/static/recepten/img_122505_2048x1496_JPG.jpg,"{'calories': '550 kcal', 'fatContent': '29 g vet', 'saturatedFatContent': '5 g waarvan verzadigd', 'carbohydrateContent': '47 g koolhydraten', 'proteinContent': '17 g eiwit'}",noedels,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1191953/quinoasalade-met-gegrilde-rodekool,veganistisch,Quinoasalade met gegrilde rodekool,45,4 serving(s),rodekool olijfolie quinoa bosuitjes citroenen sesamolie pot kraanwater,"Verwarm de oven voor op 200 °C.
Snijd 1 cm van de onderkant van de kool om ’m stabiel te maken om te snijden. Snijd de kool van boven naar beneden in 4 plakken van 1½ cm dik (ca. 250 g per plak).
Snijd de rest van de kool (de zijkanten) in fijne, korte reepjes en houd apart.
Leg de koolplakken op een met bakpapier beklede bakplaat.
Bestrijk ze met behulp van het bakkwastje met de olijfolie en bestrooi met peper.
Rooster in het midden van de oven in ca. 30 min. gaar tot ze mooi bruin beginnen te worden.
Bereid de quinoa volgens de aanwijzingen op de verpakking.
Snijd de bosuitjes in zo dun mogelijke ringetjes, ook het groen. Houd het groen apart.
Boen de citroenen schoon en rasp de gele schil van de citroenen, halveer de vruchten en pers ze uit.
Meng de helft van het rasp met de helft van het sap, de sesamolie en sojasaus tot een dressing.
Meng de rest van het citroenrasp en -sap met de tahini en het water en breng op smaak met peper.
Meng de fijngesneden rodekool en het witte deel van de bosui door de quinoa. Roer de sojadressing erdoor.
Verdeel de quinoa over de borden en leg de gegrilde rodekool erop.
Verdeel de tahini-dressing erover en bestrooi het gerecht met de achtergehouden groene ringetjes bosui.",https://static.ah.nl/static/recepten/img_RAM_PRD127687_2048x1496_JPG.jpg,"{'calories': '485 kcal', 'fatContent': '17 g vet', 'saturatedFatContent': '2 g waarvan verzadigd', 'carbohydrateContent': '60 g koolhydraten', 'proteinContent': '16 g eiwit'}",quinoa,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1191940/gele-linzenspaghetti-met-knolselderij,veganistisch,Gele-linzenspaghetti met knolselderij,25,4 serving(s),knolselderij olijfolie trostomaat knoflook oregano linzen spaghetti pijnboompitten basilicum,"Schil de knolselderij en snijd in plakken van een ½ cm. Stapel de plakken op elkaar en snijd in repen van een ½ cm. Snijd de repen in blokjes van een ½ cm.
Verhit de olie in een hapjespan en bak de knolselderij 6 min. op middelhoog vuur.
Snijd de tomaten doormidden en de knoflook fijn.
Voeg samen met de oregano toe aan de knolselderij en zet het vuur hoger. Bak 7 min. Duw de tomaten met een houten lepel plat.
Kook ondertussen de spaghetti volgens de aanwijzingen op de verpakking gaar. Verhit een koekenpan en rooster de pijnboompitten op middelhoog vuur in 4 min. goudbruin.
Giet de spaghetti af en voeg toe aan het knolselderij-tomaatmengsel in de hapjespan.
Boen de citroen schoon, rasp de gele schil van de citroen er naar smaak boven en schep om. Pers de citroen uit.
Breng de spaghetti op smaak met citroensap (begin met 1 el per 4 personen), peper en eventueel zout.
Bestrooi met de pijnboompitten. Scheur de blaadjes van de basilicum in stukken, strooi over de spaghetti en serveer.",https://static.ah.nl/static/recepten/img_122508_2048x1496_JPG.jpg,"{'calories': '485 kcal', 'fatContent': '21 g vet', 'saturatedFatContent': '2 g waarvan verzadigd', 'carbohydrateContent': '48 g koolhydraten', 'proteinContent': '20 g eiwit'}",spaghetti,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1191341/vegan-tofu-bowl-met-quinoa,veganistisch,Vegan tofu bowl met quinoa,45,4 serving(s),aardappel olijfolie quinoa roer­bak­reep­jes maiskor­rels natuurazijn veldsla,"Verwarm de oven voor op 200 °C.
Boen de zoete aardappelen schoon, halveer in de lengte en snijd in halve plakken van 1 cm breed.
Halveer de grote plakken. Meng met de olie, peper en eventueel zout. Verdeel over een met bakpapier beklede bakplaat.
Rooster de aardappelen in ca. 30 min. gaar in de oven. Schep halverwege om.
Kook ondertussen de quinoa volgens de aanwijzingen op de verpakking.
Verhit de olie in een pan en bak de tofu volgens de aanwijzingen op de verpakking gaar.
Doe de maïs in een zeef, spoel af onder koud stromend water en laat uitlekken. Klop de rest van de olie en azijn tot een dressing.
Schep de mais om met de dressing en quinoa. Verdeel de quinoa met mais, zoete aardappel, tofu en de veldsla over diepe borden.",https://static.ah.nl/static/recepten/img_115910_2048x1496_JPG.jpg,"{'calories': '870 kcal', 'fatContent': '38 g vet', 'saturatedFatContent': '5 g waarvan verzadigd', 'carbohydrateContent': '96 g koolhydraten', 'proteinContent': '29 g eiwit'}",quinoa,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1191264/vegan-lasagne-bolognese,veganistisch,Vegan lasagne bolognese,90,4 serving(s),uien bleekselderij winterpeen olijfolie knoflook kruiden huiswijn kraanwater blik tarwebloem nootmuskaat lasagnevellen trostomaten,"Snipper de ui, snijd de selderij en wortel in blokjes van ½ cm.
Verhit de olie in een hapjespan en bak de ui, selderij en wortel 10 min. op middelhoog vuur, blijf goed omscheppen.
Snijd ondertussen de knoflook fijn. Haal de blaadjes en naaldjes van de takjes verse kruiden en snijd fijn.
Voeg de verse kruiden, knoflook, rode wijn, het water, de polpa en het gehakt toe aan de groenten en laat nog 30 min. met de deksel op de pan koken.
Bestrooi met peper en zout.
Verwarm de oven voor op 180 °C.
Verhit ondertussen de rest van de olie in een hapjespan, roer de bloem erdoor en laat op laag vuur 5 min. garen tot de bloem licht begint te kleuren.
Zet het vuur wat hoger en voeg al roerend in scheuten de amandelmelk toe.
Voeg de edelgistvlokken en nootmuskaat toe en breng op smaak met peper en eventueel zout. Blijf roeren totdat je een bechamelsaus krijgt, dit duurt ca. 10 min.
Schep een beetje tomatensaus op de bodem van de ovenschaal en verdeel de lasagnevellen erover.
Verdeel daar ⅓ van de bolognesesaus en vervolgens ⅓ van de bechamelsaus erover herhaal totdat je 3 lagen hebt.
Snijd de tomaten in dunne plakken en verdeel over de bovenkant van de lasagne.
Bak de lasagne in het midden van de oven in ca. 45 min goudbruin en gaar. Dek eventueel halverwege af als de tomaten te donker worden.",https://static.ah.nl/static/recepten/img_115503_2048x1496_JPG.jpg,"{'calories': '650 kcal', 'fatContent': '24 g vet', 'saturatedFatContent': '4 g waarvan verzadigd', 'carbohydrateContent': '61 g koolhydraten', 'proteinContent': '37 g eiwit'}",lasagne,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1191263/falafelwafel-met-hummus-en-een-groene-salade,veganistisch,Falafelwafel met hummus en een groene salade,10,2 serving(s),peterselie bosuitje vierge olijfolie olijfolie krop babyromainesla biet,"Snijd de peterselie fijn, de bosui in ringen en de snoepkomkommers in plakjes. Pers de citroen uit.
Meng door elkaar en breng op smaak met de extra vierge olijfolie, 1 el citroensap (per 2 personen) , peper en eventueel zout.
Verhit het wafelijzer. Verdeel het falafeldeeg in 4 gelijke porties en vorm er met natte handen 4 bolletjes van.
Vet het wafelijzer in met de milde olijfolie. Verdeel de deegbolletjes over het hete wafelijzer en bak in 3-4 min. gaar en licht goudbruin.
Haal ondertussen de blaadjes van de sla.
Verdeel de falafelwafels (2 per persoon), groene salade, blaadjes sla en de hummus over de borden.",https://static.ah.nl/static/recepten/img_113729_2048x1496_JPG.jpg,"{'calories': '685 kcal', 'fatContent': '41 g vet', 'saturatedFatContent': '6 g waarvan verzadigd', 'carbohydrateContent': '48 g koolhydraten', 'proteinContent': '22 g eiwit'}",falafel,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1190849/vegan-pasta-al-funghi,veganistisch,Vegan pasta al funghi,20,4 serving(s),spaghetti paddenstoelen pasta kastanjechampignons knoflook sjalot olijfolie peterselie kookroom,"Kook de spaghetti volgens de aanwijzingen op de verpakking beetgaar.
Snijd ondertussen de paddenstoelen voor pasta in stukken en de kastanjechampignons in plakken.
Snijd de knoflook fijn en snipper de sjalot.
Verhit de olie in de pan en fruit de sjalot en knoflook al roerend 2 min.
Voeg de rest van de olie en paddenstoelen toe en bak 8 min. op middelhoog vuur.
Snijd ondertussen de peterselie fijn.
Voeg de rijstcuisine, spaghetti en de bouillonpoeder toe aan de paddenstoelen en verwarm 2 min. al roerend.
Breng royaal op smaak met versgemalen peper en eventueel zout. Strooi de peterselie en edelgistvlokken over de pasta.",https://static.ah.nl/static/recepten/img_110329_2048x1496_JPG.jpg,"{'calories': '450 kcal', 'fatContent': '14 g vet', 'saturatedFatContent': '2 g waarvan verzadigd', 'carbohydrateContent': '64 g koolhydraten', 'proteinContent': '15 g eiwit'}",pasta,Albert Heijn
https://www.ah.nl/allerhande/recept/R-R1190665/vegan-pasta-aglio-olio-met-zeewier,veganistisch,Vegan pasta aglio olio met zeewier,15,2 serving(s),knoflook peper norivel peterselie citroen,"Snijd de knoflook in plakjes. Snijd het steeltje van de rode peper. Rol de peper tussen je handen zodat de zaadjes eruit vallen. Snijd de peper in ringen.
Verhit de olie in een hapjespan en fruit hierin de knoflook en peper 4 min. op laag vuur.
Kook ondertussen de pasta volgens de aanwijzingen op de verpakking beetgaar.
Scheur het norivel in zo klein mogelijke stukjes. Snijd de peterselie fijn.
Boen de citroen schoon. Rasp de gele schil en snijd het vruchtvlees in partjes.
Giet de pasta af en schep samen met de norivellen en peterselie door de knoflookolie.
Verdeel de pasta over de borden en bestrooi met het citroenrasp. Serveer met de citroenpartjes.",https://static.ah.nl/static/recepten/img_108508_2048x1496_JPG.jpg,"{'calories': '560 kcal', 'fatContent': '24 g vet', 'saturatedFatContent': '3 g waarvan verzadigd', 'carbohydrateContent': '71 g koolhydraten', 'proteinContent': '12 g eiwit'}",pasta,Albert Heijn
